[5158:0903/135914.430953:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135915.478888:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135915.481891:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135915.495402:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 

(fleetcomm:5158): dconf-CRITICAL **: 13:59:15.573: unable to create file '/run/user/1001/dconf/user': Permission denied.  dconf will not work properly.

(fleetcomm:5158): dconf-CRITICAL **: 13:59:15.574: unable to create file '/run/user/1001/dconf/user': Permission denied.  dconf will not work properly.

(fleetcomm:5158): dconf-CRITICAL **: 13:59:15.574: unable to create file '/run/user/1001/dconf/user': Permission denied.  dconf will not work properly.
[5158:0903/135915.613849:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135915.637358:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
hook_thread_proc [101]: Could not set thread priority 49 for thread 0x7F0AE41936C0!
[fleetcomm] global PTT hooks active
[5236:0903/135915.966378:WARNING:media/audio/linux/audio_manager_linux.cc:53] Falling back to ALSA for audio output. PulseAudio is not available or could not be initialized.
[5158:0903/135917.314640:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135917.314699:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135917.314729:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135917.314747:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5188:0903/135920.062525:WARNING:media/gpu/vaapi/vaapi_wrapper.cc:1660] drmGetDevices2() has not found any devices
[5188:0903/135920.066549:WARNING:sandbox/policy/linux/sandbox_linux.cc:405] InitializeSandbox() called with multiple threads in process gpu-process.
[5188:0903/135920.070751:WARNING:ui/gfx/linux/gbm_support_x11.cc:48] dri3 extension not supported.
[5158:0903/135922.911192:INFO:CONSOLE:3227] "[AUTOTEST] connected-tuned-to-nothing=true nets-tuned=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3227)
[5158:0903/135927.759552:INFO:CONSOLE:3365] "[AUTOTEST] cam-timer-burnin=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135927.759706:INFO:CONSOLE:3365] "[AUTOTEST] cam-talking-outline=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135927.762349:INFO:CONSOLE:3365] "[AUTOTEST] acct-search=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135927.774557:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135927.883944:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135927.883995:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135927.884047:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135927.884059:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135930.390421:INFO:CONSOLE:3365] "[AUTOTEST] cam-popout=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.403150:INFO:CONSOLE:3365] "[AUTOTEST] audio-drop-not-reset=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.506519:INFO:CONSOLE:3365] "[AUTOTEST] self-echo-dropped=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.506601:INFO:CONSOLE:3365] "[AUTOTEST] rail-overflow-x=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.506651:INFO:CONSOLE:3365] "[AUTOTEST] rail-nav-keys=6", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.507771:INFO:CONSOLE:3365] "[AUTOTEST] docstrip-overflow-at-720=0", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.507813:INFO:CONSOLE:3365] "[AUTOTEST] tag-badges-rendered=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.507889:INFO:CONSOLE:3365] "[AUTOTEST] tag-display-name=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.508694:INFO:CONSOLE:3365] "[AUTOTEST] trunc-hides-tagged-names=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.508783:INFO:CONSOLE:3365] "[AUTOTEST] trunc-spares-untagged=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509242:INFO:CONSOLE:3365] "[AUTOTEST] trunc-off-restores=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509386:INFO:CONSOLE:3365] "[AUTOTEST] cam-gate-legacy-open=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509418:INFO:CONSOLE:3365] "[AUTOTEST] cam-gate-member-blocked=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509455:INFO:CONSOLE:3365] "[AUTOTEST] cam-gate-element-allowed=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509480:INFO:CONSOLE:3365] "[AUTOTEST] cam-gate-command-allowed=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509516:INFO:CONSOLE:3365] "[AUTOTEST] cam-canon-wire-match=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509544:INFO:CONSOLE:3365] "[AUTOTEST] camscan-default-on=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509619:INFO:CONSOLE:3365] "[AUTOTEST] camscan-toggles-off=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509704:INFO:CONSOLE:3365] "[AUTOTEST] camscan-back-on=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509752:INFO:CONSOLE:3365] "[AUTOTEST] sb-hidden-without-command=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509846:INFO:CONSOLE:3365] "[AUTOTEST] sb-shown-for-command=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509889:INFO:CONSOLE:3365] "[AUTOTEST] sb-net-label=UEES TIBER", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.509933:INFO:CONSOLE:3365] "[AUTOTEST] sb-hidden-on-nonship=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.510151:INFO:CONSOLE:3365] "[AUTOTEST] normfreq=250->250.000 290.5->290.500 118.25->118.250 290,500->290.500 junk->- ->-", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.510754:INFO:CONSOLE:3365] "[AUTOTEST] edit-dialog-open=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.510784:INFO:CONSOLE:3365] "[AUTOTEST] edit-dialog-prefilled=COMMAND NET", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135930.532954:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135930.533026:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135930.533077:ERROR:dbus/bus.cc:406] Failed to connect to the bus: Could not parse server address: Unknown address type (examples of valid types are "tcp" and on UNIX "unix")
[5158:0903/135930.533099:ERROR:dbus/object_proxy.cc:572] Failed to call method: org.freedesktop.DBus.NameHasOwner: object_path= /org/freedesktop/DBus: unknown error type: 
[5158:0903/135933.014327:INFO:CONSOLE:3365] "[AUTOTEST] apply-renamed=COMMAND NET", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135933.014401:INFO:CONSOLE:3365] "[AUTOTEST] apply-freq=121.850", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135933.014445:INFO:CONSOLE:3365] "[AUTOTEST] apply-err=(none)", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135933.014466:INFO:CONSOLE:3365] "[AUTOTEST] apply-dialog-closed=false", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135938.014643:INFO:CONSOLE:3365] "[AUTOTEST] apply-restored=false", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3365)
[5158:0903/135938.014713:INFO:CONSOLE:3962] "[AUTOTEST] v09-checks-done", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3962)
[5158:0903/135940.116447:INFO:CONSOLE:3278] "[AUTOTEST] shot-stage=UEES TIBER tuned=true lsnall=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3278)
[5158:0903/135940.117260:INFO:CONSOLE:3279] "[AUTOTEST] ship-count-live=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3279)
[5158:0903/135940.117313:INFO:CONSOLE:3280] "[AUTOTEST] ship-no-stray-cnt=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3280)
[5158:0903/135940.123646:INFO:CONSOLE:3286] "[AUTOTEST] onair-shown-while-tx=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3286)
[5158:0903/135940.123697:INFO:CONSOLE:3288] "[AUTOTEST] onair-hidden-when-quiet=true", source: file:///tmp/.mount_FleetClJhPhl/resources/app.asar/renderer/app.js (3288)
